,top_1_accuracy,top_5_accuracy
convnext_small,0.4348578016910069,0.6260568793235972
convnext_base,0.49769408147578786,0.6829362029208301
convnext_large,0.5171022290545734,0.7050345887778632
convnext_xlarge,0.5459262106072252,0.7305918524212145
convnextv2_base,0.4928900845503459,0.6756341275941583
convnextv2_large,0.5180630284396618,0.7002305918524212
