,top_1_accuracy,top_5_accuracy
convnext_small,0.20647773279352227,0.44129554655870445
convnext_base,0.1700404858299595,0.42105263157894735
convnext_large,0.1862348178137652,0.4534412955465587
convnext_xlarge,0.2388663967611336,0.4534412955465587
convnextv2_base,0.19838056680161945,0.4534412955465587
convnextv2_large,0.22672064777327935,0.4777327935222672
average,0.189705031810295,0.4303065355696934
